,12,Aleksoto-Vilijampolės,Kauno miesto,Julijanavos,Aleksoto-Vilijampolės,2159,,2159
,12,Aleksoto-Vilijampolės,Kauno miesto,Kaniūkų,Aleksoto-Vilijampolės,2906,,2906
,12,Aleksoto-Vilijampolės,Kauno miesto,Kazliškių,Aleksoto-Vilijampolės,1109,,1109
,12,Aleksoto-Vilijampolės,Kauno miesto,Lampėdžių,Aleksoto-Vilijampolės,558,,558
,12,Aleksoto-Vilijampolės,Kauno miesto,Piliakalnio,Aleksoto-Vilijampolės,2655,,2655
,12,Aleksoto-Vilijampolės,Kauno miesto,Romainių,Aleksoto-Vilijampolės,3158,,3158
,12,Aleksoto-Vilijampolės,Kauno miesto,Sąjungos,Aleksoto-Vilijampolės,3237,,3237
,12,Aleksoto-Vilijampolės,Kauno miesto,Seredžiaus,Aleksoto-Vilijampolės,1384,,1384
,12,Aleksoto-Vilijampolės,Kauno miesto,Tirkiliškių,Aleksoto-Vilijampolės,2354,,2354
,12,Aleksoto-Vilijampolės,Kauno miesto,Veiverių,Aleksoto-Vilijampolės,1780,,1780
,12,Aleksoto-Vilijampolės,Kauno miesto,Veršvų,Aleksoto-Vilijampolės,4471,,4471
,12,Aleksoto-Vilijampolės,Kauno miesto,Žagarės,Aleksoto-Vilijampolės,1643,,1643
,13,Centro,Kauno miesto,A. Mackevičiaus,Centro,1137,,1137
,13,Centro,Kauno miesto,Aušros,Centro,2223,,2223
,13,Centro,Kauno miesto,Breslaujos,Panemunės,,3538,3538
,13,Centro,Kauno miesto,J. Jablonskio,Centro,1736,,1736
,13,Centro,Kauno miesto,Maironio,Centro,1753,,1753
,13,Centro,Kauno miesto,Miško,Centro,3048,,3048
,13,Centro,Kauno miesto,Radvilėnų,Centro,2270,,2270
,13,Centro,Kauno miesto,Ryšių,Centro,2399,,2399
,13,Centro,Kauno miesto,Senojo tresto,Centro,2754,,2754
,13,Centro,Kauno miesto,Sodų,Centro,3652,,3652
,13,Centro,Kauno miesto,Sporto,Centro,796,,796
,13,Centro,Kauno miesto,Studentų,Centro,2870,,2870
,13,Centro,Kauno miesto,Tekstilininkų,Centro,1798,,1798
,13,Centro,Kauno miesto,Varpo,Centro,1243,,1243
,14,Žaliakalnio,Kauno miesto,Algirdo,Žaliakalnio,2818,,2818
,14,Žaliakalnio,Kauno miesto,Gerovės,Žaliakalnio,4441,,4441
,14,Žaliakalnio,Kauno miesto,Jonavos,Žaliakalnio,1505,,1505
,14,Žaliakalnio,Kauno miesto,L. Karsavino,Žaliakalnio,3593,,3593
,14,Žaliakalnio,Kauno miesto,Purienų,Žaliakalnio,3665,,3665
,14,Žaliakalnio,Kauno miesto,S. Neries,Žaliakalnio,3936,,3936
,14,Žaliakalnio,Kauno miesto,Vaidilutės,Žaliakalnio,1644,,1644
,14,Žaliakalnio,Kauno miesto,Versmės,Žaliakalnio,3029,,3029
,14,Žaliakalnio,Kauno miesto,Žeimenos,Žaliakalnio,4426,,4426
,15,Kalniečių,Kauno miesto,Aukuro,Kalniečių,3332,,3332
,15,Kalniečių,Kauno miesto,J. Urbšio,Dainavos,,2431,2431
,15,Kalniečių,Kauno miesto,K. Škirpos,Kalniečių,3877,,3877
,15,Kalniečių,Kauno miesto,P. Lukšio,Kalniečių,3951,,3951
,15,Kalniečių,Kauno miesto,P. Plechavičiaus,Kalniečių,3814,,3814
,15,Kalniečių,Kauno miesto,Rasos,Kalniečių,1948,,1948
,15,Kalniečių,Kauno miesto,S. Žukausko,Kalniečių,3727,,3727
,15,Kalniečių,Kauno miesto,Statybininkų,Kalniečių,3874,,3874
,15,Kalniečių,Kauno miesto,Šiaurės,Kalniečių,3511,,3511
,16,Dainavos,Kauno miesto,A. Timinskio,Dainavos,2625,,2625
,16,Dainavos,Kauno miesto,Atžalyno,Dainavos,3561,,3561
,16,Dainavos,Kauno miesto,Buitininkų,Dainavos,4014,,4014
,16,Dainavos,Kauno miesto,Dainavos,Dainavos,3245,,3245
,16,Dainavos,Kauno miesto,Nepriklausomybės,Dainavos,2170,,2170
,16,Dainavos,Kauno miesto,Partizanų,Dainavos,3381,,3381
,16,Dainavos,Kauno miesto,Pramonės,Dainavos,2474,,2474
,16,Dainavos,Kauno miesto,Sartų,Dainavos,2748,,2748
,16,Dainavos,Kauno miesto,V. Krėvės,Pramonės,,2324,2324
,16,Dainavos,Kauno miesto,Vytauto,Dainavos,3441,,3441
,17,Pramonės,Kauno miesto,Butrimonių,Pramonės,2237,,2237
,17,Pramonės,Kauno miesto,Dujotiekio,Pramonės,3029,,3029
,17,Pramonės,Kauno miesto,Girstučio,Pramonės,2122,,2122
,17,Pramonės,Kauno miesto,Knygnešių,Pramonės,2631,,2631
,17,Pramonės,Kauno miesto,Nemuno,Pramonės,2049,,2049
,17,Pramonės,Kauno miesto,Palemono,Pramonės,3721,,3721
,17,Pramonės,Kauno miesto,Pašilės,Pramonės,3154,,3154
,17,Pramonės,Kauno miesto,Specialistų,Pramonės,2684,,2684
,17,Pramonės,Kauno miesto,Šilo,Panemunės,,3209,3209
,17,Pramonės,Kauno miesto,Taikos,Pramonės,2365,,2365
,17,Pramonės,Kauno miesto,Vyturio,Pramonės,2405,,2405
,18,Panemunės,Kauno miesto,Birutės,Aleksoto-Vilijampolės,,3017,3017
,18,Panemunės,Kauno miesto,Buriuotojų,Panemunės,4453,,4453
,18,Panemunės,Kauno miesto,Drobės,Panemunės,2366,,2366
,18,Panemunės,Kauno miesto,Pušų,Panemunės,2661,,2661
,18,Panemunės,Kauno miesto,Rokų,Panemunės,2749,,2749
,18,Panemunės,Kauno miesto,Skuodo,Panemunės,2152,,2152
,18,Panemunės,Kauno miesto,Šančių,Panemunės,2296,,2296
,18,Panemunės,Kauno miesto,Vaidoto,Panemunės,2648,,2648
,18,Panemunės,Kauno miesto,Vaišvydavos,Panemunės,2355,,2355
,18,Panemunės,Kauno miesto,Vičiūnų,Panemunės,2107,,2107
,18,Panemunės,Kauno miesto,Žiburio,Panemunės,3567,,3567
,19,Danės,Klaipėdos miesto,Baltikalnio,Danės,1342,,1342
,19,Danės,Klaipėdos miesto,Danės,Danės,1063,,1063
,19,Danės,Klaipėdos miesto,Dviračių Treko,Danės,2603,,2603
,19,Danės,Klaipėdos miesto,Eglės,Danės,1628,,1628
,19,Danės,Klaipėdos miesto,Gimnazijos,Danės,3082,,3082
,19,Danės,Klaipėdos miesto,Girulių,Danės,502,,502
,19,Danės,Klaipėdos miesto,Kretingos,Danės,1998,,1998
,19,Danės,Klaipėdos miesto,Kuršių,Danės,1543,,1543
,19,Danės,Klaipėdos miesto,Molo,Danės,1006,,1006
,19,Danės,Klaipėdos miesto,Muzikos Centro,Danės,1127,,1127
,19,Danės,Klaipėdos miesto,Pingvinuko,Danės,1631,,1631
,19,Danės,Klaipėdos miesto,Politechnikos,Danės,1381,,1381
,19,Danės,Klaipėdos miesto,Prekybos uosto,Danės,2844,,2844
,19,Danės,Klaipėdos miesto,S. Daukanto,Danės,945,,945
,19,Danės,Klaipėdos miesto,Saulėtekio,Danės,1977,,1977
,19,Danės,Klaipėdos miesto,Saulutės,Danės,3985,,3985
,19,Danės,Klaipėdos miesto,Šatrijos,Danės,1237,,1237
,19,Danės,Klaipėdos miesto,Šilojų,Danės,3173,,3173
,19,Danės,Klaipėdos miesto,Šviesos,Danės,2470,,2470
,19,Danės,Klaipėdos miesto,Tauralaukio,Danės,2240,,2240
,19,Danės,Klaipėdos miesto,Vilties,Danės,1718,,1718
,19,Danės,Klaipėdos miesto,Žaliakalnio,Danės,1053,,1053
,20,Baltijos,Klaipėdos miesto,Aitvaro,Baltijos,2842,,2842
,20,Baltijos,Klaipėdos miesto,Aušros,Baltijos,1097,,1097
,20,Baltijos,Klaipėdos miesto,Brigantinos,Baltijos,1893,,1893
,20,Baltijos,Klaipėdos miesto,Dainavos,Baltijos,2971,,2971
,20,Baltijos,Klaipėdos miesto,Debreceno,Baltijos,2475,,2475
,20,Baltijos,Klaipėdos miesto,Draugystės,Baltijos,3067,,3067
,20,Baltijos,Klaipėdos miesto,Gedminų,Baltijos,2566,,2566
,20,Baltijos,Klaipėdos miesto,Klaipėdos Vandens,Baltijos,3932,,3932
,20,Baltijos,Klaipėdos miesto,Menų mokyklos,Baltijos,2000,,2000
,20,Baltijos,Klaipėdos miesto,Nykštuko,Baltijos,2040,,2040
,20,Baltijos,Klaipėdos miesto,Olimpijos,Baltijos,1740,,1740
,20,Baltijos,Klaipėdos miesto,Rumpiškių,Baltijos,1505,,1505
,20,Baltijos,Klaipėdos miesto,Švyturio,Baltijos,1887,,1887
,20,Baltijos,Klaipėdos miesto,Vėtrungės,Baltijos,2257,,2257
,20,Baltijos,Klaipėdos miesto,Žilvičio,Baltijos,1618,,1618
,21,Marių,Klaipėdos miesto,Aukuro,Marių,3297,,3297
,21,Marių,Klaipėdos miesto,Bandužių,Marių,4023,,4023
,21,Marių,Klaipėdos miesto,Berželio,Marių,3887,,3887
,21,Marių,Klaipėdos miesto,Brožynų,Marių,3623,,3623
,21,Marių,Klaipėdos miesto,Budelkiemio,Marių,3781,,3781
,21,Marių,Klaipėdos miesto,Laukininkai,Marių,4009,,4009
,21,Marių,Klaipėdos miesto,Vakarų,Marių,3962,,3962
,21,Marių,Klaipėdos miesto,Versmės,Marių,3733,,3733
,21,Marių,Klaipėdos miesto,Volungėlės,Marių,2355,,2355
,21,Marių,Klaipėdos miesto,Želmenėlio,Marių,3191,,3191
,22,Pajūrio,Klaipėdos miesto,Alksnynės,Pajūrio,3744,,3744
,22,Pajūrio,Klaipėdos miesto,Baltijos,Pajūrio,1414,,1414
,22,Pajūrio,Klaipėdos miesto,Pamario,Pajūrio,3832,,3832
,22,Pajūrio,Klaipėdos miesto,Rambyno,Pajūrio,2674,,2674
,22,Pajūrio,Klaipėdos miesto,Smiltelės,Pajūrio,3573,,3573
,22,Pajūrio,Klaipėdos miesto,Strėvos,Pajūrio,3198,,3198
