apygOld,apygNew,candidate,candidateUrl,votes
Senamiesčio,Fabijoniškių,Juzef KVETKOVSKIJ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68435/Kandidato68435Anketa.html,231
Senamiesčio,Fabijoniškių,Nijolė JAGELAVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67919/Kandidato67919Anketa.html,198
Senamiesčio,Fabijoniškių,Gintaras SONGAILA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68293/Kandidato68293Anketa.html,65
Senamiesčio,Fabijoniškių,Raimonda KAROSAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66518/Kandidato66518Anketa.html,79
Senamiesčio,Fabijoniškių,Justinas NAVIKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68749/Kandidato68749Anketa.html,33
Senamiesčio,Fabijoniškių,Nora RIBOKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69754/Kandidato69754Anketa.html,20
Senamiesčio,Fabijoniškių,Marija TAMKEVIČIŪTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66957/Kandidato66957Anketa.html,25
Senamiesčio,Fabijoniškių,Eglė VOLUNGEVIČIŪTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68882/Kandidato68882Anketa.html,16
Senamiesčio,Fabijoniškių,Gražina BOGDANSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67640/Kandidato67640Anketa.html,6
Senamiesčio,Fabijoniškių,Gintaras GURČINAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas70027/Kandidato70027Anketa.html,9
Justiniškių,Fabijoniškių,Paulius SAUDARGAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67295/Kandidato67295Anketa.html,425
Justiniškių,Fabijoniškių,Sofija MATAREVIČ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68486/Kandidato68486Anketa.html,141
Justiniškių,Fabijoniškių,Gediminas KIRKILAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66826/Kandidato66826Anketa.html,199
Justiniškių,Fabijoniškių,Edmundas VAITEKŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67974/Kandidato67974Anketa.html,131
Justiniškių,Fabijoniškių,Vytautas Antanas MATULEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66666/Kandidato66666Anketa.html,170
Justiniškių,Fabijoniškių,Linas KVEDARAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67087/Kandidato67087Anketa.html,266
Justiniškių,Fabijoniškių,Rūta VANAGAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68131/Kandidato68131Anketa.html,139
Justiniškių,Fabijoniškių,Rimantas REMEIKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69743/Kandidato69743Anketa.html,63
Justiniškių,Fabijoniškių,Algimantas JUOCEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66503/Kandidato66503Anketa.html,43
Justiniškių,Fabijoniškių,Gediminas NAVAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68296/Kandidato68296Anketa.html,54
Justiniškių,Fabijoniškių,Virginija VINGRIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68649/Kandidato68649Anketa.html,38
Justiniškių,Fabijoniškių,Rūta JANKAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68875/Kandidato68875Anketa.html,22
Justiniškių,Fabijoniškių,Svetlana MARTINKO,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69963/Kandidato69963Anketa.html,11
Justiniškių,Fabijoniškių,Emilis MIKELĖNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67775/Kandidato67775Anketa.html,3
Justiniškių,Fabijoniškių,Artemij SITENKOV,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67704/Kandidato67704Anketa.html,7
Fabijoniškių,Justiniškių,Dainius KREIVYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67304/Kandidato67304Anketa.html,614
Fabijoniškių,Justiniškių,Artūras PAULAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67885/Kandidato67885Anketa.html,395
Fabijoniškių,Justiniškių,Dalia KUODYTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67069/Kandidato67069Anketa.html,475
Fabijoniškių,Justiniškių,Gžegož SAKSON,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68475/Kandidato68475Anketa.html,146
Fabijoniškių,Justiniškių,Žilvinas ŠILGALIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68126/Kandidato68126Anketa.html,252
Fabijoniškių,Justiniškių,Auksė KONTRIMIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66834/Kandidato66834Anketa.html,174
Fabijoniškių,Justiniškių,Raimondas ŠUKYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69729/Kandidato69729Anketa.html,239
Fabijoniškių,Justiniškių,Daugardas GRUODIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66676/Kandidato66676Anketa.html,122
Fabijoniškių,Justiniškių,Dailis Alfonsas BARAKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66460/Kandidato66460Anketa.html,52
Fabijoniškių,Justiniškių,Jonas VALATKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68362/Kandidato68362Anketa.html,81
Fabijoniškių,Justiniškių,Andrius MULEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68741/Kandidato68741Anketa.html,42
Fabijoniškių,Justiniškių,Vladas KASPARAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69105/Kandidato69105Anketa.html,16
Fabijoniškių,Justiniškių,Joana TAMKEVIČIŪTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66958/Kandidato66958Anketa.html,36
Fabijoniškių,Justiniškių,Rūta JACEVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68874/Kandidato68874Anketa.html,19
Fabijoniškių,Justiniškių,Rimas KANČYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67705/Kandidato67705Anketa.html,8
Fabijoniškių,Justiniškių,Tirkišas AMANOVAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67211/Kandidato67211Anketa.html,3
Fabijoniškių,Justiniškių,Regina MIKALAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69979/Kandidato69979Anketa.html,5
Šeškinės,Justiniškių,Audronius AŽUBALIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67294/Kandidato67294Anketa.html,261
Šeškinės,Justiniškių,Zbigniev MACIEJEVSKI,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68446/Kandidato68446Anketa.html,218
Šeškinės,Justiniškių,Algirdas SYSAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66821/Kandidato66821Anketa.html,142
Šeškinės,Justiniškių,Vytautas GRICIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67936/Kandidato67936Anketa.html,140
Šeškinės,Justiniškių,Valdas VASILIAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66661/Kandidato66661Anketa.html,128
Šeškinės,Justiniškių,Arūnas ŠTARAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67078/Kandidato67078Anketa.html,55
Šeškinės,Justiniškių,Gediminas RUDŽIONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66483/Kandidato66483Anketa.html,58
Šeškinės,Justiniškių,Ligitas KERNAGIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68129/Kandidato68129Anketa.html,46
Šeškinės,Justiniškių,Liudas BRADAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68366/Kandidato68366Anketa.html,34
Šeškinės,Justiniškių,Regimantas ČIUPAILA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69734/Kandidato69734Anketa.html,27
Šeškinės,Justiniškių,Andrejus GAIDAMAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68733/Kandidato68733Anketa.html,20
Šeškinės,Justiniškių,Jolita ALEKSEJŪNIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69948/Kandidato69948Anketa.html,7
Šeškinės,Justiniškių,Asta NAZAROVIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68865/Kandidato68865Anketa.html,2
Šeškinės,Justiniškių,Vytautas Aleksas LAZINKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67754/Kandidato67754Anketa.html,9
Šeškinės,Justiniškių,Laimis BIKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67682/Kandidato67682Anketa.html,4
Šeškinės,Karoliniškių,Audronius AŽUBALIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67294/Kandidato67294Anketa.html,353
Šeškinės,Karoliniškių,Zbigniev MACIEJEVSKI,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68446/Kandidato68446Anketa.html,210
Šeškinės,Karoliniškių,Algirdas SYSAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66821/Kandidato66821Anketa.html,172
Šeškinės,Karoliniškių,Vytautas GRICIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67936/Kandidato67936Anketa.html,225
Šeškinės,Karoliniškių,Valdas VASILIAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66661/Kandidato66661Anketa.html,125
Šeškinės,Karoliniškių,Arūnas ŠTARAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67078/Kandidato67078Anketa.html,111
Šeškinės,Karoliniškių,Gediminas RUDŽIONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66483/Kandidato66483Anketa.html,68
Šeškinės,Karoliniškių,Ligitas KERNAGIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68129/Kandidato68129Anketa.html,85
Šeškinės,Karoliniškių,Liudas BRADAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68366/Kandidato68366Anketa.html,51
Šeškinės,Karoliniškių,Regimantas ČIUPAILA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69734/Kandidato69734Anketa.html,40
Šeškinės,Karoliniškių,Andrejus GAIDAMAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68733/Kandidato68733Anketa.html,35
Šeškinės,Karoliniškių,Jolita ALEKSEJŪNIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69948/Kandidato69948Anketa.html,16
Šeškinės,Karoliniškių,Asta NAZAROVIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68865/Kandidato68865Anketa.html,10
Šeškinės,Karoliniškių,Vytautas Aleksas LAZINKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67754/Kandidato67754Anketa.html,4
Šeškinės,Karoliniškių,Laimis BIKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67682/Kandidato67682Anketa.html,5
Justiniškių,Karoliniškių,Paulius SAUDARGAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67295/Kandidato67295Anketa.html,499
Justiniškių,Karoliniškių,Sofija MATAREVIČ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68486/Kandidato68486Anketa.html,199
Justiniškių,Karoliniškių,Gediminas KIRKILAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66826/Kandidato66826Anketa.html,201
Justiniškių,Karoliniškių,Edmundas VAITEKŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67974/Kandidato67974Anketa.html,203
Justiniškių,Karoliniškių,Vytautas Antanas MATULEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66666/Kandidato66666Anketa.html,179
Justiniškių,Karoliniškių,Linas KVEDARAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67087/Kandidato67087Anketa.html,211
Justiniškių,Karoliniškių,Rūta VANAGAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68131/Kandidato68131Anketa.html,131
Justiniškių,Karoliniškių,Rimantas REMEIKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69743/Kandidato69743Anketa.html,87
Justiniškių,Karoliniškių,Algimantas JUOCEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66503/Kandidato66503Anketa.html,92
Justiniškių,Karoliniškių,Gediminas NAVAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68296/Kandidato68296Anketa.html,63
Justiniškių,Karoliniškių,Virginija VINGRIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68649/Kandidato68649Anketa.html,85
Justiniškių,Karoliniškių,Rūta JANKAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68875/Kandidato68875Anketa.html,25
Justiniškių,Karoliniškių,Svetlana MARTINKO,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69963/Kandidato69963Anketa.html,10
Justiniškių,Karoliniškių,Emilis MIKELĖNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67775/Kandidato67775Anketa.html,7
Justiniškių,Karoliniškių,Artemij SITENKOV,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67704/Kandidato67704Anketa.html,3
Justiniškių,Šeškinės,Paulius SAUDARGAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67295/Kandidato67295Anketa.html,333
Justiniškių,Šeškinės,Sofija MATAREVIČ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68486/Kandidato68486Anketa.html,261
Justiniškių,Šeškinės,Gediminas KIRKILAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66826/Kandidato66826Anketa.html,246
Justiniškių,Šeškinės,Edmundas VAITEKŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67974/Kandidato67974Anketa.html,247
Justiniškių,Šeškinės,Vytautas Antanas MATULEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66666/Kandidato66666Anketa.html,202
Justiniškių,Šeškinės,Linas KVEDARAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67087/Kandidato67087Anketa.html,146
Justiniškių,Šeškinės,Rūta VANAGAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68131/Kandidato68131Anketa.html,104
Justiniškių,Šeškinės,Rimantas REMEIKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69743/Kandidato69743Anketa.html,154
Justiniškių,Šeškinės,Algimantas JUOCEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66503/Kandidato66503Anketa.html,94
Justiniškių,Šeškinės,Gediminas NAVAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68296/Kandidato68296Anketa.html,48
Justiniškių,Šeškinės,Virginija VINGRIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68649/Kandidato68649Anketa.html,44
Justiniškių,Šeškinės,Rūta JANKAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68875/Kandidato68875Anketa.html,18
Justiniškių,Šeškinės,Svetlana MARTINKO,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69963/Kandidato69963Anketa.html,22
Justiniškių,Šeškinės,Emilis MIKELĖNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67775/Kandidato67775Anketa.html,7
Justiniškių,Šeškinės,Artemij SITENKOV,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67704/Kandidato67704Anketa.html,9
Karoliniškių,Šeškinės,Danutė BEKINTIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67333/Kandidato67333Anketa.html,223
Karoliniškių,Šeškinės,Linas BALSYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67514/Kandidato67514Anketa.html,216
Karoliniškių,Šeškinės,Vanda KRAVČIONOK,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68433/Kandidato68433Anketa.html,261
Karoliniškių,Šeškinės,Valdas SKARBALIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67897/Kandidato67897Anketa.html,197
Karoliniškių,Šeškinės,Jurgis JURKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66920/Kandidato66920Anketa.html,153
Karoliniškių,Šeškinės,Stasys BRUNDZA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66664/Kandidato66664Anketa.html,127
Karoliniškių,Šeškinės,Alvydas MEDALINSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68029/Kandidato68029Anketa.html,84
Karoliniškių,Šeškinės,Ilona GRIGARAVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67111/Kandidato67111Anketa.html,79
Karoliniškių,Šeškinės,Almantas PETKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66469/Kandidato66469Anketa.html,65
Karoliniškių,Šeškinės,Laimas DIENINIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68142/Kandidato68142Anketa.html,37
Karoliniškių,Šeškinės,Vytautas BERNATONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69096/Kandidato69096Anketa.html,40
Karoliniškių,Šeškinės,Virginija APANAVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68712/Kandidato68712Anketa.html,23
Karoliniškių,Šeškinės,Mantas PANAVAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69762/Kandidato69762Anketa.html,12
Karoliniškių,Šeškinės,Juozas VASILIAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68866/Kandidato68866Anketa.html,14
Karoliniškių,Šeškinės,Albina KAVALIAUSKAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67647/Kandidato67647Anketa.html,14
Karoliniškių,Šeškinės,Angelina LABANAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67767/Kandidato67767Anketa.html,8
Karoliniškių,Šeškinės,Audrius JASIONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas70007/Kandidato70007Anketa.html,3
Lazdynų,Vilniaus-Trakų,Algis STRELČIŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67374/Kandidato67374Anketa.html,531
Lazdynų,Vilniaus-Trakų,Gintaras STEPONAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67068/Kandidato67068Anketa.html,590
Lazdynų,Vilniaus-Trakų,Romualda POŠEVECKAJA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68438/Kandidato68438Anketa.html,554
Lazdynų,Vilniaus-Trakų,Jonas PINSKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68019/Kandidato68019Anketa.html,678
Lazdynų,Vilniaus-Trakų,Romas ADOMAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66861/Kandidato66861Anketa.html,291
Lazdynų,Vilniaus-Trakų,Vytautas BUDNIKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66672/Kandidato66672Anketa.html,172
Lazdynų,Vilniaus-Trakų,Algirdas GENEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66516/Kandidato66516Anketa.html,142
Lazdynų,Vilniaus-Trakų,Saulius PAUKŠTYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68201/Kandidato68201Anketa.html,161
Lazdynų,Vilniaus-Trakų,Kazimieras UOKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68294/Kandidato68294Anketa.html,113
Lazdynų,Vilniaus-Trakų,Jurgita GINTAUTAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69753/Kandidato69753Anketa.html,103
Lazdynų,Vilniaus-Trakų,Olegas RATIUKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69110/Kandidato69110Anketa.html,52
Lazdynų,Vilniaus-Trakų,Vidmantas ŽIEMELIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68832/Kandidato68832Anketa.html,53
Lazdynų,Vilniaus-Trakų,Oksana ROKAŠEVIČ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68743/Kandidato68743Anketa.html,54
Lazdynų,Vilniaus-Trakų,Anželika JANKOVSKAJA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas70006/Kandidato70006Anketa.html,46
Lazdynų,Vilniaus-Trakų,Rytis ZABIELSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67685/Kandidato67685Anketa.html,17
Lazdynų,Vilniaus-Trakų,Sigitas VAIŠNORAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67760/Kandidato67760Anketa.html,11
Naujosios Vilnios,Vilniaus-Trakų,Tadeuš ANDŽEJEVSKI,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68487/Kandidato68487Anketa.html,469
Naujosios Vilnios,Vilniaus-Trakų,Sergej URSUL,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67931/Kandidato67931Anketa.html,339
Naujosios Vilnios,Vilniaus-Trakų,Algirdas PALECKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69094/Kandidato69094Anketa.html,193
Naujosios Vilnios,Vilniaus-Trakų,Artūras MELIANAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69727/Kandidato69727Anketa.html,303
Naujosios Vilnios,Vilniaus-Trakų,Emanuelis ZINGERIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67307/Kandidato67307Anketa.html,212
Naujosios Vilnios,Vilniaus-Trakų,Tatjana RINKEVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66857/Kandidato66857Anketa.html,159
Naujosios Vilnios,Vilniaus-Trakų,Šarūnas SKUČAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67171/Kandidato67171Anketa.html,124
Naujosios Vilnios,Vilniaus-Trakų,Bronius CICĖNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66391/Kandidato66391Anketa.html,89
Naujosios Vilnios,Vilniaus-Trakų,Rolandas BORAVSKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66674/Kandidato66674Anketa.html,90
Naujosios Vilnios,Vilniaus-Trakų,Aleksandras BOJAROVAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68173/Kandidato68173Anketa.html,65
Naujosios Vilnios,Vilniaus-Trakų,Juzef TOMAŠEVIČ-JAKOVIČ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68681/Kandidato68681Anketa.html,39
